SmartScore,Ticker,Price,Market Capitalization,Sector,Industry
7,JKHY,165.59,12066159429,Technology Services,Packaged Software
6,FLEX,28.56,12028420996,Electronic Technology,Electronic Production Equipment
3,INCY,53.51,12015175489,Health Technology,Pharmaceuticals: Major
10,MEDP,387.61,12009474615,Commercial Services,Miscellaneous Commercial Services
7,LW,83.16,12007557896,Consumer Non-Durables,Food: Specialty/Candy
9,CNM,59.62,12005740392,Distribution Services,Wholesale Distributors
6,ALLY,39.48,12001178888,Finance,Regional Banks
7,THC,122.84,11999379197,Health Services,Hospital/Nursing Management
6,SJM,113,11997836555,Consumer Non-Durables,Food: Specialty/Candy
10,BURL,187.48,11983605840,Retail Trade,Apparel/Footwear Retail
7,RNR/PG,17.915,11982919233,Finance,Property/Casualty Insurance
7,RNR/PF,23.17,11982919233,Finance,Property/Casualty Insurance
7,RNR,226.61,11982919233,Finance,Property/Casualty Insurance
1,ACI,20.74,11975435874,Retail Trade,Food Retail
10,GLPI,44.02,11951455649,Finance,Real Estate Investment Trusts
6,LAMR,116.96,11937597888,Finance,Real Estate Investment Trusts
4,DVA,135.85,11914045121,Health Services,Medical/Nursing Services
9,EMN,100.76,11854363668,Process Industries,Chemicals: Specialty
3,SIRI,3.08,11847625761,Consumer Services,Broadcasting
8,DOCU,57.51,11813423817,Technology Services,Packaged Software
7,YPF,24.46,11771985577,Energy Minerals,Integrated Oil
5,CX,7.76,11738044846,Non-Energy Minerals,Construction Materials
6,LKQ,43.95,11724798740,Consumer Durables,Automotive Aftermarket
3,ELS,62.73,11698885518,Finance,Real Estate Investment Trusts
10,NTRA,95.66,11693626798,Health Technology,Medical Specialties
7,IPG,30.97,11688805301,Commercial Services,Advertising/Marketing Services
,TAP.A,57.29,11599251674,Consumer Non-Durables,Beverages: Alcoholic
4,UTHR,261.09,11583647554,Health Technology,Pharmaceuticals: Major
6,CHK,88.37,11580752939,Energy Minerals,Integrated Oil
3,WING,393.96,11570596263,Consumer Services,Restaurants
7,BCH,22.92,11476829413,Finance,Major Banks
5,SOLV,66.43,11473070048,Health Services,Medical/Nursing Services
10,FTI,26.6,11463908538,Industrial Services,Oilfield Services/Equipment
4,UWMC,7.15,11418660405,Finance,Finance/Rental/Leasing
9,TFII,134.57,11363324487,Transportation,Trucking
8,TTEK,211.88,11335001548,Industrial Services,Engineering & Construction
7,CLH,210.15,11334465862,Industrial Services,Environmental Services
9,APA,30.51,11325078753,Energy Minerals,Integrated Oil
1,PATH,19.9,11323343703,Technology Services,Packaged Software
7,DINO,56.95,11308469956,Energy Minerals,Oil Refining/Marketing
2,JNPR,34.59,11241332031,Technology Services,Information Technology Services
8,ITT,136.39,11224897366,Producer Manufacturing,Industrial Machinery
6,WPP,52.2,11195031787,Commercial Services,Advertising/Marketing Services
8,AEG,6.46,11101761879,Finance,Multi-Line Insurance
9,CPT,104.17,11097770211,Finance,Real Estate Investment Trusts
5,KMX,70.34,11070640252,Retail Trade,Specialty Stores
8,TXRH,165.52,11055187314,Consumer Services,Restaurants
4,SNN,25,10991791390,Health Technology,Medical Specialties
9,SAIA,413.31,10989152952,Transportation,Trucking
,AFGE,19.08,10951348606,Finance,Property/Casualty Insurance
,AFGD,23.08,10951348606,Finance,Property/Casualty Insurance
,AFGC,21.14,10951348606,Finance,Property/Casualty Insurance
,AFGB,23.22,10951348606,Finance,Property/Casualty Insurance
10,AFG,130.58,10951348606,Finance,Property/Casualty Insurance
5,EXAS,59.48,10935405540,Health Technology,Medical Specialties
,REGCP,22.96,10905497973,Finance,Real Estate Investment Trusts
,REGCO,21.97,10905497973,Finance,Real Estate Investment Trusts
5,REG,58.67,10905497973,Finance,Real Estate Investment Trusts
8,ALLE,124.13,10854013443,Producer Manufacturing,Building Products
8,WWD,178.14,10852261255,Producer Manufacturing,Industrial Machinery
8,EWBC,77.44,10843924629,Finance,Regional Banks
N/A,ALAB,69.26,10767900000,Electronic Technology,Semiconductors
7,PFGC,69.18,10763430981,Transportation,Other Transportation
7,SBS,15.68,10745689042,Utilities,Water Utilities
7,WYNN,95.75,10730398577,Consumer Services,Casinos/Gaming
4,BRKR,73.7,10711165935,Health Technology,Medical Specialties
4,BBWI,47.62,10709571799,Retail Trade,Apparel/Footwear Retail
10,ESTC,105.65,10650315237,Technology Services,Packaged Software
10,WTRG,38.69,10582325059,Utilities,Water Utilities
8,AR,34.02,10573654515,Energy Minerals,Oil & Gas Production
10,RL,165.16,10557945229,Consumer Non-Durables,Apparel/Footwear
10,SNX,120.98,10543381633,Distribution Services,Electronics Distributors
10,ONON,32.98,10512672367,Consumer Non-Durables,Apparel/Footwear
10,CW,274.24,10503059790,Electronic Technology,Aerospace & Defense
10,DUOL,244.64,10489142732,Technology Services,Packaged Software
9,RRX,157.37,10465480475,Producer Manufacturing,Industrial Machinery
10,APG,37.4,10407932608,Industrial Services,Engineering & Construction
10,INFA,30.16,10365455753,Technology Services,Packaged Software
1,NIO,5.22,10328985242,Consumer Durables,Motor Vehicles
7,ASR,343.5,10277377616,Transportation,Other Transportation
6,SKX,66.98,10266434778,Consumer Non-Durables,Apparel/Footwear
3,TWLO,58.62,10236825011,Technology Services,Packaged Software
9,CHDN,139.1,10224537077,Consumer Services,Movies/Entertainment
4,PAG,152.87,10223834055,Retail Trade,Specialty Stores
2,RIVN,10.27,10223737817,Consumer Durables,Motor Vehicles
3,CTLT,56.2,10170750889,Health Technology,Pharmaceuticals: Major
10,UHS,169.47,10163072866,Health Services,Hospital/Nursing Management
4,CCK,84.03,10147219215,Process Industries,Containers/Packaging
5,SCI,69.35,10145837264,Consumer Services,Other Consumer Services
9,ONTO,206.15,10128153352,Electronic Technology,Electronic Equipment/Instruments
6,BJ,76.16,10126321756,Retail Trade,Specialty Stores
10,ALV,124.44,10126253931,Producer Manufacturing,Auto Parts: OEM
7,FFIV,171.76,10067099088,Technology Services,Packaged Software
4,KEP,7.96,10061824499,Utilities,Electric Utilities
2,PAYC,172.28,10011194120,Technology Services,Packaged Software
5,DOX,85.91,10008687152,Technology Services,Information Technology Services
6,ATR,150.79,9991892885,Process Industries,Containers/Packaging
9,CART,37.48,9988376414,Transportation,Air Freight/Couriers
2,CFLT,31.38,9958223511,Technology Services,Packaged Software
,UNMA,24.8644,9957770290,Finance,Multi-Line Insurance
8,UNM,52.58,9957770290,Finance,Multi-Line Insurance
7,PCOR,68.04,9955926971,Technology Services,Packaged Software
10,CYBR,234.88,9938295695,Technology Services,Packaged Software
6,TREX,90.79,9861937783,Non-Energy Minerals,Forest Products
8,NLY/PI,25.26,9848660001,Finance,Real Estate Investment Trusts
8,NLY/PG,25.21,9848660001,Finance,Real Estate Investment Trusts
8,NLY/PF,25.52,9848660001,Finance,Real Estate Investment Trusts
8,NLY,19.68,9848660001,Finance,Real Estate Investment Trusts
8,ZG,41.21,9812345738,Technology Services,Information Technology Services
5,Z,41.65,9812345738,Technology Services,Information Technology Services
4,AU,23.37,9808057288,Non-Energy Minerals,Precious Metals
8,REXR/PC,21.13,9780183062,Finance,Real Estate Investment Trusts
8,REXR/PB,21.93,9780183062,Finance,Real Estate Investment Trusts
8,REXR,44.9,9780183062,Finance,Real Estate Investment Trusts
7,COTY,10.89,9748389457,Consumer Non-Durables,Household/Personal Care
5,HII,246.92,9736879788,Electronic Technology,Aerospace & Defense
7,JEF,45.84,9720076999,Finance,Regional Banks
8,AFRM,31.58,9691084928,Finance,Finance/Rental/Leasing
8,STN,84.92,9686568979,Industrial Services,Engineering & Construction
8,GWRE,116.09,9672863797,Technology Services,Information Technology Services
9,LSCC,69.36,9540218525,Electronic Technology,Semiconductors
7,MOS,29.57,9512341690,Process Industries,Chemicals: Agricultural
8,FUTU,69.015,9509834321,Finance,Investment Banks/Brokers
4,QGEN,42.94,9505053320,Health Technology,Medical Specialties
7,PAC,185.36,9498464104,Transportation,Other Transportation
7,PCTY,168.28,9496251580,Technology Services,Packaged Software
8,CHRW,80.97,9481160153,Transportation,Air Freight/Couriers
8,AAL,14.42,9460823518,Transportation,Airlines
7,BXP,60.12,9441796478,Finance,Real Estate Investment Trusts
7,TFX,200.45,9441708399,Health Technology,Medical Specialties
7,CACI,422.69,9424469431,Technology Services,Information Technology Services
4,U,24.1,9416789785,Technology Services,Packaged Software
10,SN,67.03,9372055142,Consumer Durables,Electronics/Appliances
4,CUBE,41.64,9367849197,Finance,Real Estate Investment Trusts
1,HSIC,72.76,9316987330,Distribution Services,Medical Distributors
7,DAY,58.96,9309783496,Technology Services,Packaged Software
1,QRVO,96.02,9270582989,Electronic Technology,Semiconductors
5,RGEN,165.5,9247460232,Health Technology,Pharmaceuticals: Major
10,EXP,267.36,9210615953,Non-Energy Minerals,Construction Materials
7,HLI,132.89,9200465740,Finance,Investment Banks/Brokers
,AIZN,20.87,9189246606,Finance,Multi-Line Insurance
6,AIZ,176.54,9189246606,Finance,Multi-Line Insurance
5,FBIN,73.27,9164516842,Producer Manufacturing,Building Products
9,MNDY,186.28,9113544145,Technology Services,Packaged Software
6,JLL,191.09,9088344728,Finance,Real Estate Development
4,TTC,87,9083391541,Producer Manufacturing,Trucks/Construction/Farm Machinery
9,APPF,244.91,9072849962,Technology Services,Information Technology Services
8,TPX,52.08,9041312735,Consumer Durables,Home Furnishings
7,ROIV,11.21,9033533784,Health Technology,Pharmaceuticals: Major
4,SEIC,68.57,9009306542,Finance,Investment Managers
10,KNSL,386.07,8986327869,Finance,Multi-Line Insurance
7,PARAA,23.52,8979680379,Consumer Services,Broadcasting
1,PARA,12.82,8979680379,Consumer Services,Broadcasting
6,RRC,36.97,8969918189,Energy Minerals,Oil & Gas Production
10,WFRD,122.6,8968697978,Industrial Services,Oilfield Services/Equipment
7,ELF,161.38,8957709461,Consumer Non-Durables,Household/Personal Care
9,TPR,38.98,8940692418,Retail Trade,Apparel/Footwear Retail
1,DCI,74.27,8939814537,Producer Manufacturing,Auto Parts: OEM
9,YMM,8.55,8934397762,Technology Services,Packaged Software
6,ESLT,200.87,8934020427,Electronic Technology,Aerospace & Defense
7,KBR,66.49,8927986669,Technology Services,Information Technology Services
9,COKE,944.81,8856354897,Consumer Non-Durables,Beverages: Non-Alcoholic
7,WCC/PA,26.55,8827732972,Distribution Services,Wholesale Distributors
7,WCC,173.68,8827732972,Distribution Services,Wholesale Distributors
7,VKTX,79.91,8811533174,Health Technology,Pharmaceuticals: Major
9,WEX,210,8799112473,Commercial Services,Miscellaneous Commercial Services
8,PPC,37.11,8792972741,Process Industries,Agricultural Commodities/Milling
9,LEVI,21.98,8769256769,Consumer Non-Durables,Apparel/Footwear
8,BZ,20.05,8748286424,Technology Services,Internet Software/Services
10,KGC,7.1,8725777796,Non-Energy Minerals,Precious Metals
8,LNW,96.52,8724030060,Consumer Services,Casinos/Gaming
7,SUN,57.03,8708209028,Distribution Services,Wholesale Distributors
6,PNW,76.63,8702016944,Utilities,Electric Utilities
5,CHE,572.71,8670394625,Health Services,Hospital/Nursing Management
8,FHN/PF,17.51,8662384068,Finance,Regional Banks
8,FHN/PE,24.03,8662384068,Finance,Regional Banks
8,FHN/PC,24.3499,8662384068,Finance,Regional Banks
8,FHN/PB,24.8,8662384068,Finance,Regional Banks
8,FHN,15.84,8662384068,Finance,Regional Banks
8,VIK,28.5,8654990000,Consumer Services,Hotels/Resorts/Cruise lines
8,VIPS,15.92,8633464071,Retail Trade,Internet Retail
5,X,38.35,8622982176,Non-Energy Minerals,Steel
10,EHC,85.29,8587450864,Health Services,Medical/Nursing Services
8,ROKU,59.55,8585224337,Consumer Durables,Electronics/Appliances
5,BSAC,18.34,8569557322,Finance,Regional Banks
5,BWA,37.51,8546190310,Producer Manufacturing,Trucks/Construction/Farm Machinery
10,HAS,61.32,8536723416,Consumer Durables,Recreational Products
8,FRT/PC,21.06,8534751310,Finance,Real Estate Investment Trusts
8,FRT,102.11,8534751310,Finance,Real Estate Investment Trusts
,SFB,22.7,8528002724,Finance,Investment Managers
7,SF/PD,17.96,8528002724,Finance,Investment Managers
7,SF/PC,23.95,8528002724,Finance,Investment Managers
7,SF/PB,24.5854,8528002724,Finance,Investment Managers
7,SF,83.14,8528002724,Finance,Investment Managers
8,GTLB,52.94,8520570963,Technology Services,Packaged Software
3,GPK,27.68,8505895655,Process Industries,Containers/Packaging
6,PSO,12.67,8505075087,Consumer Services,Publishing: Books/Magazines
7,AGCO,113.93,8501399567,Producer Manufacturing,Trucks/Construction/Farm Machinery
10,MUSA,407.56,8484233764,Retail Trade,Specialty Stores
10,ORI,31.14,8464882548,Finance,Specialty Insurance
9,CAVA,74.16,8454957281,Consumer Services,Restaurants
7,BIRK,44.89,8431490712,Consumer Non-Durables,Apparel/Footwear
7,CIB,34.09,8417127234,Finance,Major Banks
8,GL/PD,16,8415361600,Finance,Multi-Line Insurance
8,GL,89.49,8415361600,Finance,Multi-Line Insurance
9,GPS,22.41,8370415342,Retail Trade,Apparel/Footwear Retail
,LSXMB,25.615,8365566516,Consumer Services,Movies/Entertainment
8,MTZ,105.27,8364588389,Industrial Services,Engineering & Construction
8,ARMK,31.86,8361778113,Consumer Services,Restaurants
7,ELAN,16.89,8345299319,Health Technology,Biotechnology
3,GMED,61.73,8336939302,Health Technology,Medical Specialties
5,DSGX,97.6,8334078354,Technology Services,Packaged Software
8,OTEX,30.53,8330704150,Technology Services,Packaged Software
N/A,LEGN,45.72,8316972719,Health Technology,Pharmaceuticals: Major
6,W,68.21,8316901672,Retail Trade,Specialty Stores
4,OLED,175.15,8309025939,Electronic Technology,Electronic Production Equipment
4,COHR,54.7,8304190607,Electronic Technology,Electronic Equipment/Instruments
7,GNRC,137.16,8288897707,Producer Manufacturing,Electrical Products
4,MKSI,123.38,8273295643,Producer Manufacturing,Industrial Machinery
8,CR,144.68,8269602049,Electronic Technology,Aerospace & Defense
7,TAL,12.94,8262048369,Commercial Services,Miscellaneous Commercial Services
7,GLOB,191.05,8261229838,Technology Services,Information Technology Services
4,CROX,135.42,8220332356,Consumer Non-Durables,Apparel/Footwear
9,PSN,77.6,8212374826,Technology Services,Information Technology Services
7,CLF,17.24,8197209515,Non-Energy Minerals,Steel
N/A,RDDT,51.4,8184910000,Technology Services,Internet Software/Services
5,STVN,26.91,8175124391,Health Technology,Medical Specialties
N/A,LSXMA,24.99,8161450000,Consumer Services,Movies/Entertainment
2,TIMB,16.89,8160391630,Communications,Wireless Telecommunications
N/A,LSXMK,24.91,8135320000,Consumer Services,Movies/Entertainment
3,RGLD,123.41,8112117514,Non-Energy Minerals,Precious Metals
7,FMC,64.84,8093111649,Process Industries,Chemicals: Agricultural
5,AYI,262.27,8077357193,Producer Manufacturing,Electrical Products
3,GNTX,34.86,8059090539,Producer Manufacturing,Auto Parts: OEM
7,BWXT,88.07,8050372159,Electronic Technology,Aerospace & Defense
6,DBX,23.32,8021710664,Technology Services,Data Processing Services
7,AXTA,36.33,8016052257,Process Industries,Industrial Specialties
10,MTDR,64.24,8015883029,Energy Minerals,Integrated Oil
9,AMKR,32.54,8010380407,Electronic Technology,Semiconductors
7,SWN,7.26,8006653853,Energy Minerals,Integrated Oil
5,IEP,18.56,7962857154,Energy Minerals,Oil Refining/Marketing
5,EVR,193.56,7953468593,Finance,Investment Banks/Brokers
6,CGNX,46.32,7951386734,Electronic Technology,Electronic Equipment/Instruments
5,SKM,20.79,7930497965,Communications,Wireless Telecommunications
10,MMYT,72.68,7926833005,Technology Services,Internet Software/Services
3,MTCH,29.82,7920142959,Technology Services,Internet Software/Services
2,DLB,82.63,7918881787,Technology Services,Packaged Software
6,TX,40.23,7897457780,Non-Energy Minerals,Steel
3,WBS/PG,22.79,7876082682,Finance,Savings Banks
3,WBS/PF,19.7061,7876082682,Finance,Savings Banks
3,WBS,45.91,7876082682,Finance,Savings Banks
4,PEN,203.09,7871324773,Health Technology,Medical Specialties
,FTAIP,25.27,7869303387,Electronic Technology,Aerospace & Defense
,FTAIO,25.11,7869303387,Electronic Technology,Aerospace & Defense
,FTAIN,25.15,7869303387,Electronic Technology,Aerospace & Defense
,FTAIM,25.24,7869303387,Electronic Technology,Aerospace & Defense
10,FTAI,78.5,7869303387,Electronic Technology,Aerospace & Defense
5,WF,32.2,7849538846,Finance,Major Banks
6,FIVE,142.1,7842810831,Retail Trade,Discount Stores
9,HESM,35.08,7840106268,Energy Minerals,Integrated Oil
10,CZR,36.22,7838570665,Consumer Services,Casinos/Gaming
1,FCN,219.24,7826344818,Commercial Services,Miscellaneous Commercial Services
9,NYT,47.74,7813566651,Consumer Services,Publishing: Newspapers
7,KNX,48.32,7809043105,Transportation,Trucking
1,EGP,161.68,7783972305,Finance,Real Estate Investment Trusts
6,INGR,118.45,7770892566,Consumer Non-Durables,Food: Specialty/Candy
5,XPEV,7.89,7761003526,Consumer Durables,Motor Vehicles
10,BEP/PA,17.595,7730123539,Utilities,Electric Utilities
10,BEP,26.89,7721849186,Utilities,Electric Utilities
,RBCP,119.53,7718910210,Producer Manufacturing,Metal Fabrication
6,RBC,264.51,7718910210,Producer Manufacturing,Metal Fabrication
8,CIVI,76.97,7704034604,Energy Minerals,Integrated Oil
6,GGB,3.78,7690886848,Non-Energy Minerals,Steel
7,FN,211.55,7681048418,Electronic Technology,Semiconductors
2,BIO,268.26,7661898237,Health Technology,Medical Specialties
7,CERE,42.06,7650235863,Health Technology,Pharmaceuticals: Major
7,NNN,41.72,7649340198,Finance,Real Estate Investment Trusts
8,OSK,116.9,7645390492,Consumer Durables,Motor Vehicles
9,OHI,30.83,7618060710,Finance,Real Estate Investment Trusts
5,BRBR,58.08,7607266104,Consumer Non-Durables,Beverages: Non-Alcoholic
7,MKTX,202.21,7603696841,Finance,Investment Banks/Brokers
5,PRI,218.17,7602692294,Finance,Life/Health Insurance
10,ASND,133.93,7582364168,Health Technology,Pharmaceuticals: Major
,LBRDP,22.53,7562688985,Communications,Wireless Telecommunications
6,LBRDK,52.86,7562688985,Communications,Wireless Telecommunications
1,LBRDA,53.15,7562688985,Communications,Wireless Telecommunications
2,MHK,118.22,7549894188,Producer Manufacturing,Building Products
5,SFM,74.66,7501632928,Retail Trade,Food Retail
7,SSD,176.65,7497230354,Producer Manufacturing,Building Products
8,ATI,60.2,7491372292,Non-Energy Minerals,Other Metals/Minerals
10,CHRD,180.22,7490501048,Energy Minerals,Integrated Oil
10,AIT,193.87,7483888851,Distribution Services,Wholesale Distributors
8,NOV,18.92,7483540199,Industrial Services,Oilfield Services/Equipment
7,WSC,39.34,7481704952,Finance,Finance/Rental/Leasing
8,MNSO,24.52,7480171465,Retail Trade,Specialty Stores
10,SOFI,7.05,7448264099,Finance,Finance/Rental/Leasing
6,MTN,195.68,7429608274,Consumer Services,Hotels/Resorts/Cruise lines
4,MIDD,138.58,7428361549,Producer Manufacturing,Industrial Machinery
7,VOYA/PB,24.06,7404559289,Finance,Life/Health Insurance
7,VOYA,73.53,7404559289,Finance,Life/Health Insurance
7,MSA,187.59,7387714313,Consumer Durables,Other Consumer Specialties
5,RHI,70.12,7357874870,Commercial Services,Personnel Services
5,CBSH,56.41,7344994967,Finance,Regional Banks
6,LEA,129.18,7335846581,Producer Manufacturing,Auto Parts: OEM
4,ETSY,62.57,7316470958,Retail Trade,Internet Retail
7,MTSI,101.43,7313769925,Electronic Technology,Semiconductors
4,UFPI,118.78,7308522758,Non-Energy Minerals,Forest Products
9,PCVX,66.79,7264043444,Health Technology,Biotechnology
5,OGE,36.02,7223733155,Utilities,Electric Utilities
9,LYFT,17.78,7167453524,Technology Services,Packaged Software
9,ULS,35.76,7151999626,Technology Services,Packaged Software
7,CMA,53.88,7143801158,Finance,Major Banks
6,LAD,260,7125686493,Retail Trade,Specialty Stores
9,CIEN,49.21,7115898324,Electronic Technology,Telecommunications Equipment
8,BERY,61.26,7100033899,Producer Manufacturing,Miscellaneous Manufacturing
2,SUM,40.4,7088352135,Non-Energy Minerals,Construction Materials
9,DAR,44.29,7076636694,Consumer Non-Durables,Food: Specialty/Candy
,PHYS,17.85,7075740000,Miscellaneous,Investment Trusts/Mutual Funds
4,ALTR,85.2,7074350356,Technology Services,Packaged Software
10,ITCI,67,7073247231,Health Technology,Pharmaceuticals: Major
3,WTS,212.24,7068677311,Producer Manufacturing,Industrial Machinery
5,SITE,155.37,7024602131,Producer Manufacturing,Trucks/Construction/Farm Machinery
7,JAZZ,110.7,6978485258,Health Technology,Pharmaceuticals: Major
5,SPSC,188.13,6966920330,Technology Services,Packaged Software
8,WAL/PA,17.84,6934760462,Finance,Regional Banks
8,WAL,62.98,6934760462,Finance,Regional Banks
7,UI,114.5,6922806608,Electronic Technology,Telecommunications Equipment
9,NCLH,16.09,6903025475,Consumer Services,Hotels/Resorts/Cruise lines
5,DDS,423.47,6872951145,Retail Trade,Department Stores
4,CFR/PB,18.75,6871994244,Finance,Regional Banks
4,CFR,106.95,6871994244,Finance,Regional Banks
8,AM,14.26,6862496732,Industrial Services,Oil & Gas Pipelines
6,SAIC,133.7,6854917231,Technology Services,Information Technology Services
7,CYTK,65.27,6825680910,Health Technology,Pharmaceuticals: Major
8,BPMC,108.78,6811466458,Health Technology,Biotechnology
2,MUR,44.6,6804901797,Energy Minerals,Oil & Gas Production
8,AS,13.9,6804044299,Consumer Durables,Recreational Products
8,PAAS,18.63,6793615970,Non-Energy Minerals,Precious Metals
2,FSV,151.04,6792478751,Finance,Real Estate Development
9,ARW,127.49,6786274047,Distribution Services,Electronics Distributors
4,VFS,2.9,6780294388,Consumer Durables,Motor Vehicles
8,HRB,48.53,6770938219,Consumer Services,Other Consumer Services
7,IVZ,14.99,6742967407,Finance,Investment Managers
9,WIX,121.11,6739262597,Technology Services,Information Technology Services
2,DJT,49.26,6733870183,Commercial Services,Advertising/Marketing Services
6,RLI,147.07,6722553069,Finance,Multi-Line Insurance
8,HQY,78.01,6721234939,Finance,Investment Managers
8,GTLS/PB,61.46,6715483017,Producer Manufacturing,Industrial Machinery
8,GTLS,156.9,6715483017,Producer Manufacturing,Industrial Machinery
6,CHWY,15.44,6715095065,Retail Trade,Internet Retail
9,KEX,115.01,6705083037,Transportation,Marine Shipping
2,CCCS,10.9,6698967856,Technology Services,Packaged Software
7,BRX,22.14,6670753844,Finance,Real Estate Investment Trusts
4,ALSN,75.82,6632594997,Producer Manufacturing,Auto Parts: OEM
,AGNCP,23.84,6629877841,Finance,Real Estate Investment Trusts
,AGNCO,24.73,6629877841,Finance,Real Estate Investment Trusts
,AGNCN,25.6,6629877841,Finance,Real Estate Investment Trusts
,AGNCM,24.96,6629877841,Finance,Real Estate Investment Trusts
,AGNCL,23.01,6629877841,Finance,Real Estate Investment Trusts
7,AGNC,9.53,6629877841,Finance,Real Estate Investment Trusts
4,MLI,58.33,6626113225,Producer Manufacturing,Metal Fabrication
7,OLN,55.39,6614730253,Process Industries,Industrial Specialties
5,ESAB,109.45,6613452937,Producer Manufacturing,Industrial Machinery
8,ENSG,116.09,6608192672,Health Services,Medical/Nursing Services
4,BFAM,113.79,6600293194,Commercial Services,Miscellaneous Commercial Services
9,CAE,20.72,6595223644,Commercial Services,Miscellaneous Commercial Services
4,HCP,32.81,6591079113,Technology Services,Packaged Software
9,AN,163.49,6583178179,Retail Trade,Specialty Stores
9,VNOM,37.22,6582553779,Energy Minerals,Integrated Oil
6,IBP,232,6580944565,Industrial Services,Engineering & Construction
7,AA,36.64,6579067019,Non-Energy Minerals,Aluminum
7,PVH,113.95,6573650848,Consumer Non-Durables,Apparel/Footwear
6,ANF,128.6,6571291850,Retail Trade,Apparel/Footwear Retail
6,FLR,38.35,6565157399,Industrial Services,Engineering & Construction
6,MTH,180.72,6563572526,Consumer Durables,Homebuilding
7,AZEK,44.92,6550507261,Producer Manufacturing,Building Products
7,NE,46.42,6547730003,Industrial Services,Contract Drilling
8,RVMD,38.31,6531592180,Health Technology,Pharmaceuticals: Other
1,BPOP,90.3,6524537600,Finance,Regional Banks
5,NSIT,200.34,6522237538,Technology Services,Information Technology Services
4,LBTYK,16.98,6521582659,Communications,Specialty Telecommunications
1,LBTYB,16.8775,6521582659,Communications,Specialty Telecommunications
5,LBTYA,16.47,6521582659,Communications,Specialty Telecommunications
7,ZION,44.13,6513544658,Finance,Major Banks
8,HLNE,116.5,6509204985,Finance,Investment Managers
6,STAG,34.98,6505431032,Finance,Real Estate Investment Trusts
4,WFG,79.79,6505358742,Non-Energy Minerals,Forest Products
8,CMC,56.22,6505120211,Non-Energy Minerals,Steel
10,S,20.96,6497762851,Technology Services,Packaged Software
9,COLD,22.86,6493020126,Finance,Real Estate Investment Trusts
,BNRE.A,43.82,6462306255,Finance,Multi-Line Insurance
2,MAT,18.75,6451875114,Consumer Durables,Recreational Products
6,CHX,33.88,6450751997,Process Industries,Chemicals: Specialty
,PNFPP,23.24,6449847088,Finance,Regional Banks
5,PNFP,83.68,6449847088,Finance,Regional Banks
6,FR,47.38,6442668031,Finance,Real Estate Investment Trusts
3,FLS,48.9,6437899795,Producer Manufacturing,Industrial Machinery
4,LSTR,179.7,6426438332,Transportation,Trucking
8,GGAL,36.05,6423056889,Finance,Regional Banks
9,ST,42.55,6413940372,Electronic Technology,Electronic Equipment/Instruments
5,BNRE,43.61,6411075519,Finance,Multi-Line Insurance
7,POST,105.78,6408774342,Consumer Non-Durables,Food: Specialty/Candy
6,LPX,88.14,6368258189,Non-Energy Minerals,Forest Products
8,OBDC,16.32,6360440477,Finance,Finance/Rental/Leasing
8,MASI,120.02,6350637553,Health Technology,Medical Specialties
4,LFUS,255.99,6344571139,Electronic Technology,Electronic Production Equipment
8,AAON,76.99,6329292440,Producer Manufacturing,Industrial Machinery
10,NXT,43.73,6326977048,Electronic Technology,Electronic Equipment/Instruments
3,TKR,89.82,6324449906,Producer Manufacturing,Industrial Machinery
5,FYBR,25.36,6303278921,Communications,Major Telecommunications
9,STWD,20.08,6302585464,Finance,Real Estate Investment Trusts
7,EXEL,21.59,6289009969,Health Technology,Pharmaceuticals: Major
N/A,KVYO,21.53,6284070000,Technology Services,Packaged Software
7,VNT,40.56,6262463964,Transportation,Other Transportation
4,KT,13.07,6253968987,Communications,Major Telecommunications
1,LCID,2.71,6252376323,Consumer Durables,Motor Vehicles
8,RHP,104.13,6236386783,Finance,Real Estate Investment Trusts
5,ICL,4.83,6229612374,Process Industries,Chemicals: Agricultural
8,DTM,64.12,6226635781,Industrial Services,Oil & Gas Pipelines
4,CACC,513.99,6224920058,Finance,Finance/Rental/Leasing
,WTFCP,25.04,6220629154,Finance,Regional Banks
,WTFCM,24.37,6220629154,Finance,Regional Banks
5,WTFC,100.74,6220629154,Finance,Regional Banks
7,SPXC,133.92,6191207790,Producer Manufacturing,Building Products
,CIG.C,3.07,6189649190,Utilities,Electric Utilities
6,CIG,2.58,6189649190,Utilities,Electric Utilities
9,OMF,51.65,6188119173,Finance,Finance/Rental/Leasing
4,TMHC,58.49,6186161077,Consumer Durables,Homebuilding
4,SSB,80.82,6157587183,Finance,Regional Banks
1,ACHC,66.06,6128690166,Health Services,Medical/Nursing Services
6,KD,26.55,6109243708,Technology Services,Data Processing Services
7,BRFS,3.72,6092317040,Consumer Non-Durables,Food: Meat/Fish/Dairy
9,AGI,15.32,6081961235,Non-Energy Minerals,Precious Metals
9,GXO,50.93,6081899677,Transportation,Air Freight/Couriers
9,BXSL,31.73,6079499092,Miscellaneous,Investment Trusts/Mutual Funds
7,KNTK,39.37,6049408134,Industrial Services,Oil & Gas Pipelines
8,REYN,28.75,6041270542,Consumer Non-Durables,Household/Personal Care
6,HXL,72.65,6038258162,Electronic Technology,Aerospace & Defense
2,RMBS,55.97,6032488084,Electronic Technology,Semiconductors
,SIGIP,18.38,6018410248,Finance,Property/Casualty Insurance
3,SIGI,99,6018410248,Finance,Property/Casualty Insurance
2,BOKF,93.26,6016672538,Finance,Major Banks
